,ship_mode,segment,city,state,postal_code,region,category,sub_category,product_name,sales,quantity,discount,profit,delivery_days,price_per_item,spent
5571,0,1,Columbus,Ohio,43229,1,0,Paper,Xerox 1893,98.376,3,0.2,35.6613,4,32.792,295.12800000000004
5572,0,1,Columbus,Ohio,43229,1,0,Binders,Large Capacity Hanging Post Binders,29.94,4,0.7,-23.952,4,7.485,119.76
5573,0,1,Columbus,Ohio,43229,1,0,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.472,3,0.2,5.6784,4,5.824000000000001,52.416000000000004
5574,0,1,Columbus,Ohio,43229,1,2,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,36.738,1,0.4,-9.1845,4,36.738,36.738
5575,0,1,Columbus,Ohio,43229,1,2,Phones,Panasonic KX T7736-B Digital phone,179.94,2,0.4,-44.985,4,89.97,359.88
5576,0,0,Pasadena,California,91104,0,1,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",383.64,6,0.0,122.7648,4,63.94,2301.84
5577,0,0,Pasadena,California,91104,0,0,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,56.52,3,0.0,15.8256,4,18.84,169.56
5578,1,0,Los Angeles,California,90004,0,0,Art,Newell 35,6.56,2,0.0,1.9024,5,3.28,13.12
5579,1,0,Los Angeles,California,90004,0,1,Chairs,Novimex Fabric Task Chair,243.92,5,0.2,-15.245,5,48.784,1219.6
5580,1,0,Los Angeles,California,90004,0,0,Paper,Astroparche Fine Business Paper,47.52,9,0.0,22.8096,5,5.28,427.68
5581,0,2,Clinton,Maryland,20735,1,1,Furnishings,24-Hour Round Wall Clock,19.98,1,0.0,8.5914,4,19.98,19.98
5582,0,2,New York City,New York,10024,1,0,Art,Sanford Pocket Accent Highlighters,8.0,5,0.0,3.44,4,1.6,40.0
5583,1,0,San Diego,California,92037,0,1,Furnishings,Stackable Trays,6.16,2,0.0,1.9712,4,3.08,12.32
5584,0,2,New York City,New York,10011,1,0,Storage,"Iris 3-Drawer Stacking Bin, Black",83.56,4,0.0,1.6712,4,20.89,334.24
5585,0,2,New York City,New York,10011,1,2,Phones,Panasonic Business Telephones KX-T7736,546.06,3,0.0,163.818,4,182.01999999999998,1638.1799999999998
5586,0,2,New York City,New York,10011,1,0,Storage,Fellowes Officeware Wire Shelving,269.49,3,0.0,5.3898,4,89.83,808.47
5587,2,0,Lancaster,California,93534,0,0,Fasteners,Stockwell Push Pins,10.9,5,0.0,3.597,1,2.18,54.5
5588,0,2,Great Falls,Montana,59405,0,0,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.096,2,0.2,2.2098,5,3.048,12.192
5589,1,0,San Francisco,California,94110,0,0,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",34.05,3,0.0,9.534,3,11.35,102.14999999999999
5590,1,0,San Francisco,California,94110,0,0,Storage,Fellowes High-Stak Drawer Files,352.38,2,0.0,81.0474,3,176.19,704.76
5591,1,1,Lakewood,New Jersey,8701,1,1,Chairs,"Global High-Back Leather Tilter, Burgundy",245.98,2,0.0,27.0578,5,122.99,491.96
5592,1,1,Lakewood,New Jersey,8701,1,0,Binders,Flexible Leather- Look Classic Collection Ring Binder,18.94,1,0.0,9.47,5,18.94,18.94
5593,0,0,Cleveland,Ohio,44105,1,0,Binders,Lock-Up Easel 'Spel-Binder',59.913,7,0.7,-45.9333,6,8.559,419.39099999999996
5594,3,1,Lawrence,Massachusetts,1841,1,2,Phones,Panasonic KX-TG9471B,391.98,2,0.0,109.7544,0,195.99,783.96
5595,3,1,Lawrence,Massachusetts,1841,1,2,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.85,3,0.0,131.355,0,145.95000000000002,1313.5500000000002
5596,0,0,Concord,New Hampshire,3301,1,0,Binders,GBC Prestige Therm-A-Bind Covers,68.62,2,0.0,32.2514,4,34.31,137.24
5597,0,0,Baltimore,Maryland,21215,1,0,Supplies,Acme Elite Stainless Steel Scissors,25.02,3,0.0,6.5052,7,8.34,75.06
5598,0,0,Baltimore,Maryland,21215,1,0,Art,Barrel Sharpener,10.71,3,0.0,2.7846,7,3.5700000000000003,32.13
5599,3,0,Columbus,Ohio,43229,1,0,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,55.984,2,0.2,4.1988,0,27.992,111.968
5600,3,0,Columbus,Ohio,43229,1,0,Envelopes,Convenience Packs of Business Envelopes,14.48,5,0.2,4.887,0,2.896,72.4
5601,3,0,Columbus,Ohio,43229,1,2,Accessories,Logitech G105 Gaming Keyboard,142.488,3,0.2,-3.5622,0,47.496,427.464
5602,1,1,Houston,Texas,77041,2,0,Storage,Portfile Personal File Boxes,14.16,1,0.2,1.062,2,14.16,14.16
5603,1,1,Houston,Texas,77041,2,0,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,79.92,5,0.2,27.972,2,15.984,399.6
5604,0,1,New York City,New York,10011,1,0,Binders,GBC Therma-A-Bind 250T Electric Binding System,590.352,6,0.2,206.6232,4,98.392,3542.112
5605,0,1,Greensboro,North Carolina,27405,3,1,Furnishings,Dana Swing-Arm Lamps,17.088,2,0.2,1.068,5,8.544,34.176
5606,0,1,Greensboro,North Carolina,27405,3,1,Chairs,"Global High-Back Leather Tilter, Burgundy",98.392,1,0.2,-11.0691,5,98.392,98.392
5607,0,0,New York City,New York,10024,1,0,Art,Newell 311,11.05,5,0.0,2.9835,6,2.21,55.25
5608,0,0,San Francisco,California,94109,0,0,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7.78,2,0.0,2.0228,5,3.89,15.56
5609,0,0,Monroe,Louisiana,71203,3,2,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,2,0.0,217.767,5,329.95,1319.8
5610,2,0,Cincinnati,Ohio,45231,1,2,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,53.04,3,0.2,-4.641,2,17.68,159.12
5611,0,1,Seattle,Washington,98105,0,2,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,843.9,2,0.0,371.316,4,421.95,1687.8
5612,0,1,Seattle,Washington,98105,0,2,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,1496.16,9,0.0,224.424,4,166.24,13465.44
5613,0,0,New York City,New York,10011,1,0,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",117.96,2,0.0,5.898,5,58.98,235.92
5614,0,1,New York City,New York,10035,1,0,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",21.3,5,0.0,8.733,4,4.26,106.5
5615,0,1,New York City,New York,10035,1,0,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1040.8,5,0.0,281.016,4,208.16,5204.0
5616,0,1,New York City,New York,10035,1,0,Art,Newell 331,29.34,6,0.0,7.9218,4,4.89,176.04
5617,0,1,Memphis,Tennessee,38109,3,1,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,2,0.2,5.368,4,9.76,39.04
5618,2,0,San Diego,California,92105,0,0,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",443.92,4,0.0,8.8784,3,110.98,1775.68
5619,0,1,La Crosse,Wisconsin,54601,2,2,Accessories,Logitech Wireless Headset h800,499.95,5,0.0,174.9825,5,99.99,2499.75
5620,0,1,La Crosse,Wisconsin,54601,2,0,Art,Manco Dry-Lighter Erasable Highlighter,3.04,1,0.0,1.0336,5,3.04,3.04
5621,0,1,La Crosse,Wisconsin,54601,2,1,Chairs,"Global Fabric Manager's Chair, Dark Gray",201.96,2,0.0,50.49,5,100.98,403.92
5622,0,1,La Crosse,Wisconsin,54601,2,1,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,68.64,11,0.0,17.16,5,6.24,755.04
5623,1,1,Los Angeles,California,90032,0,2,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100.0,4,0.0,21.0,4,25.0,400.0
5624,1,1,Los Angeles,California,90032,0,2,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),359.98,2,0.0,21.5988,4,179.99,719.96
5625,1,2,Seattle,Washington,98115,0,1,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.9568,2,3.08,12.32
5626,1,2,Seattle,Washington,98115,0,1,Tables,"Bevis Oval Conference Table, Walnut",2348.82,9,0.0,399.2994,2,260.98,21139.38
5627,0,1,Miami,Florida,33180,3,0,Labels,Avery 512,13.872,6,0.2,4.6818,5,2.312,83.232
5628,0,1,Miami,Florida,33180,3,1,Chairs,Hon Comfortask Task/Swivel Chairs,273.552,3,0.2,-13.6776,5,91.18400000000001,820.6560000000001
5629,1,2,Philadelphia,Pennsylvania,19143,1,1,Tables,"Iceberg OfficeWorks 42"" Round Tables",815.292,9,0.4,-339.705,2,90.58800000000001,7337.628000000001
5630,0,0,Chesapeake,Virginia,23320,3,2,Accessories,Enermax Aurora Lite Keyboard,234.45,3,0.0,103.158,4,78.14999999999999,703.3499999999999
5631,0,0,Chesapeake,Virginia,23320,3,1,Tables,Hon 2111 Invitation Series Corner Table,1256.22,6,0.0,75.3732,4,209.37,7537.32
5632,0,0,Chesapeake,Virginia,23320,3,0,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0.0,8.2062,4,8.73,34.92
5633,1,2,New York City,New York,10009,1,0,Binders,3-ring staple pack,10.528,7,0.2,3.6848,5,1.504,73.696
5634,2,2,Ann Arbor,Michigan,48104,2,0,Binders,Surelock Post Binders,152.8,5,0.0,76.4,1,30.560000000000002,764.0
5635,0,2,La Mesa,California,91941,0,0,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",82.56,5,0.2,28.896,5,16.512,412.8
5636,0,2,La Mesa,California,91941,0,2,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,284.97,3,0.0,85.491,5,94.99000000000001,854.9100000000001
5637,0,1,Dearborn,Michigan,48126,2,1,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",60.84,3,0.0,23.1192,7,20.28,182.52
5638,0,0,San Diego,California,92024,0,1,Chairs,SAFCO Arco Folding Chair,1325.76,6,0.2,149.148,6,220.96,7954.5599999999995
5639,0,0,San Diego,California,92024,0,1,Chairs,Safco Contoured Stacking Chairs,572.16,3,0.2,35.76,6,190.72,1716.48
5640,0,2,Lakewood,Ohio,44107,1,0,Paper,EcoTones Memo Sheets,28.8,9,0.2,10.08,5,3.2,259.2
5641,2,2,Meriden,Connecticut,6450,1,0,Art,Newell 318,11.12,4,0.0,2.8912,3,2.78,44.48
5642,1,2,Columbus,Georgia,31907,3,1,Furnishings,Regeneration Desk Collection,7.04,4,0.0,3.0976,4,1.76,28.16
5643,1,1,Roswell,Georgia,30076,3,0,Envelopes,Wausau Papers Astrobrights Colored Envelopes,17.94,3,0.0,8.7906,5,5.98,53.82000000000001
5644,2,2,Seattle,Washington,98105,0,0,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",34.76,5,0.2,11.297,3,6.952,173.79999999999998
5645,0,1,Morristown,New Jersey,7960,1,1,Furnishings,Tensor Computer Mounted Lamp,74.45,5,0.0,20.1015,5,14.89,372.25
5646,0,1,Alexandria,Virginia,22304,3,1,Furnishings,DAX Wood Document Frame,192.22,14,0.0,69.1992,5,13.73,2691.08
5647,0,0,Salt Lake City,Utah,84106,0,0,Paper,Xerox 220,19.44,3,0.0,9.3312,5,6.48,58.32000000000001
5648,1,1,Apple Valley,California,92307,0,0,Paper,Xerox 221,32.4,5,0.0,15.552,2,6.4799999999999995,162.0
5649,1,1,Apple Valley,California,92307,0,0,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",57.9,5,0.0,28.95,2,11.58,289.5
5650,1,1,Apple Valley,California,92307,0,0,Storage,Sterilite Show Offs Storage Containers,10.56,2,0.0,0.0,2,5.28,21.12
5651,1,1,Apple Valley,California,92307,0,1,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1194.165,5,0.15,210.735,2,238.833,5970.825
5652,0,1,New York City,New York,10009,1,0,Paper,Xerox 1893,40.99,1,0.0,20.0851,5,40.99,40.99
5653,0,1,Long Beach,California,90805,0,0,Art,Newell 343,2.94,1,0.0,0.7938,7,2.94,2.94
5654,2,2,Salem,Oregon,97301,0,0,Binders,Vinyl Sectional Post Binders,45.24,4,0.7,-30.16,3,11.31,180.96
5655,2,2,Salem,Oregon,97301,0,0,Art,Newell 312,18.688,4,0.2,2.336,3,4.672,74.752
5656,2,2,Salem,Oregon,97301,0,0,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",11.648,2,0.2,3.7856,3,5.824,23.296
5657,2,2,Salem,Oregon,97301,0,2,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,112.776,3,0.2,-8.4582,3,37.592,338.328
5658,2,2,Salem,Oregon,97301,0,1,Tables,"Iceberg OfficeWorks 42"" Round Tables",377.45,5,0.5,-264.215,3,75.49,1887.25
5659,2,2,Salem,Oregon,97301,0,0,Labels,Avery White Multi-Purpose Labels,15.936,4,0.2,5.1792,3,3.984,63.744
5660,2,2,Salem,Oregon,97301,0,2,Phones,Macally Suction Cup Mount,28.68,3,0.2,-7.17,3,9.56,86.03999999999999
5661,0,2,Aurora,Colorado,80013,0,1,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,21.44,2,0.2,7.504,7,10.72,42.88
5662,0,2,Aurora,Colorado,80013,0,0,Storage,Sensible Storage WireTech Storage Systems,511.056,9,0.2,-95.823,7,56.784,4599.504
5663,3,1,Newark,Ohio,43055,1,0,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,18.656,2,0.2,1.3992,0,9.328,37.312
5664,3,1,Newark,Ohio,43055,1,0,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.088,7,0.7,-8.1312,0,1.5839999999999999,77.616
5665,3,1,Newark,Ohio,43055,1,0,Storage,Safco Steel Mobile File Cart,66.688,1,0.2,4.168,0,66.688,66.688
5666,3,1,Newark,Ohio,43055,1,0,Storage,"Fellowes Mobile File Cart, Black",99.488,2,0.2,8.7052,0,49.744,198.976
5667,0,0,Seattle,Washington,98103,0,0,Labels,Avery 486,14.62,2,0.0,6.8714,4,7.31,29.24
5668,0,0,Seattle,Washington,98103,0,0,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,53.984,14,0.2,17.5448,4,3.8560000000000003,755.7760000000001
5669,0,0,Seattle,Washington,98103,0,2,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,389.97,3,0.0,132.5898,4,129.99,1169.91
5670,1,0,Pocatello,Idaho,83201,0,1,Furnishings,Luxo Adjustable Task Clamp Lamp,355.36,4,0.0,92.3936,2,88.84,1421.44
5671,1,0,Pocatello,Idaho,83201,0,2,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,140.376,3,0.2,8.7735,2,46.792,421.12800000000004
5672,0,1,Dallas,Texas,75081,2,0,Envelopes,#6 3/4 Gummed Flap White Envelopes,15.84,2,0.2,5.544,7,7.92,31.68
5673,0,1,Dallas,Texas,75081,2,0,Paper,Xerox 1972,8.448,2,0.2,2.64,7,4.224,16.896
5674,0,0,Seattle,Washington,98105,0,0,Paper,Xerox 218,12.96,2,0.0,6.2208,5,6.48,25.92
5675,0,1,Seattle,Washington,98115,0,2,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,57.408,6,0.2,5.7408,5,9.568,344.448
5676,0,1,Seattle,Washington,98115,0,2,Accessories,Imation 30456 USB Flash Drive 8GB,27.6,4,0.0,2.208,5,6.9,110.4
5677,0,0,Chicago,Illinois,60610,2,1,Furnishings,Tenex Chairmats For Use with Hard Floors,38.976,3,0.6,-50.6688,7,12.991999999999999,116.928
5678,0,2,Holland,Michigan,49423,2,0,Fasteners,Staples,20.44,7,0.0,9.198,6,2.9200000000000004,143.08
5679,0,2,Holland,Michigan,49423,2,0,Paper,Xerox 1889,109.92,2,0.0,53.8608,6,54.96,219.84
5680,0,0,Broken Arrow,Oklahoma,74012,2,0,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,6.38,1,0.0,2.9348,6,6.38,6.38
5681,0,0,Broken Arrow,Oklahoma,74012,2,0,Paper,Xerox 232,6.48,1,0.0,3.1104,6,6.48,6.48
5682,0,0,Athens,Georgia,30605,3,0,Paper,Xerox 1990,15.84,3,0.0,7.128,6,5.28,47.519999999999996
5683,0,0,Athens,Georgia,30605,3,2,Phones,Motorola Droid Maxx,1049.93,7,0.0,293.9804,6,149.99,7349.51
5684,0,0,Athens,Georgia,30605,3,0,Appliances,Euro-Pro Shark Turbo Vacuum,154.9,5,0.0,40.274,6,30.98,774.5
5685,3,0,Seattle,Washington,98105,0,0,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",98.352,3,0.2,35.6526,0,32.784,295.05600000000004
5686,3,0,Apopka,Florida,32712,3,0,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",14.32,5,0.2,5.191,0,2.864,71.6
5687,3,0,Apopka,Florida,32712,3,1,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",129.888,6,0.2,12.9888,0,21.648,779.328
5688,3,0,Apopka,Florida,32712,3,0,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",48.944,7,0.2,16.5186,0,6.992,342.608
5689,0,2,Houston,Texas,77070,2,1,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",275.058,3,0.3,-90.3762,5,91.68599999999999,825.174
5690,0,1,Baltimore,Maryland,21215,1,0,Art,Manco Dry-Lighter Erasable Highlighter,27.36,9,0.0,9.3024,6,3.04,246.24
5691,0,1,Baltimore,Maryland,21215,1,0,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75,5,0.0,20.585,6,8.95,223.75
5692,0,1,Baltimore,Maryland,21215,1,2,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,134.99,1,0.0,36.4473,6,134.99,134.99
5693,0,1,Baltimore,Maryland,21215,1,0,Paper,Astroparche Fine Business Paper,26.4,5,0.0,12.672,6,5.279999999999999,132.0
5694,0,1,Baltimore,Maryland,21215,1,1,Chairs,Global Ergonomic Managers Chair,542.94,3,0.0,141.1644,6,180.98000000000002,1628.8200000000002
5695,1,0,San Francisco,California,94109,0,1,Tables,Hon 61000 Series Interactive Training Tables,71.088,2,0.2,-1.7772,2,35.544,142.176
5696,0,2,Chicago,Illinois,60623,2,0,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",27.396,9,0.8,-42.4638,4,3.044,246.56400000000002
5697,0,2,Chicago,Illinois,60623,2,0,Binders,Catalog Binders with Expanding Posts,13.456,1,0.8,-23.548,4,13.456,13.456
5698,3,0,Laredo,Texas,78041,2,0,Labels,Avery 490,11.84,1,0.2,4.44,0,11.84,11.84
5699,0,0,San Francisco,California,94109,0,0,Paper,Xerox 1992,35.88,6,0.0,17.5812,5,5.98,215.28000000000003
5700,2,2,Cleveland,Ohio,44105,1,0,Envelopes,Brown Kraft Recycled Envelopes,40.752,3,0.2,15.282,2,13.584000000000001,122.256
5701,2,2,Cleveland,Ohio,44105,1,2,Accessories,V7 USB Numeric Keypad,139.96,5,0.2,-22.7435,2,27.992,699.8000000000001
5702,0,0,Marion,Ohio,43302,1,0,Art,Newell 35,2.624,1,0.2,0.2952,7,2.624,2.624
5703,0,0,Marion,Ohio,43302,1,1,Tables,Hon Rectangular Conference Tables,136.53,1,0.4,-52.3365,7,136.53,136.53
5704,0,0,Marion,Ohio,43302,1,2,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,263.96,1,0.2,42.8935,7,263.96,263.96
5705,0,0,Fairfield,Connecticut,6824,1,0,Supplies,Acme Kleen Earth Office Shears,11.64,3,0.0,3.3756,5,3.8800000000000003,34.92
5706,1,1,New York City,New York,10009,1,0,Binders,GBC Poly Designer Binding Covers,40.176,3,0.2,14.5638,3,13.392000000000001,120.528
5707,0,0,New York City,New York,10024,1,1,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,79.44,3,0.0,30.1872,7,26.48,238.32
5708,0,0,New York City,New York,10024,1,0,Supplies,Compact Automatic Electric Letter Opener,357.93,3,0.0,7.1586,7,119.31,1073.79
5709,0,0,New York City,New York,10024,1,1,Chairs,"Situations Contoured Folding Chairs, 4/Set",127.764,2,0.1,21.294,7,63.882,255.528
5710,0,0,New York City,New York,10024,1,2,Copiers,Sharp AL-1530CS Digital Copier,2799.944,7,0.2,1014.9797,7,399.992,19599.608
5711,0,0,New York City,New York,10024,1,0,Paper,Xerox 204,19.44,3,0.0,9.3312,7,6.48,58.32000000000001
5712,3,0,Chicago,Illinois,60653,2,2,Phones,Motorola L804,36.792,1,0.2,4.1391,0,36.792,36.792
5713,0,2,New York City,New York,10035,1,2,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,5.94,3,0.0,1.6038,4,1.9800000000000002,17.82
5714,0,0,Richmond,Virginia,23223,3,0,Storage,Steel Personal Filing/Posting Tote,177.55,5,0.0,47.9385,4,35.510000000000005,887.75
5715,1,1,Ann Arbor,Michigan,48104,2,2,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,5,0.0,111.591,3,123.99000000000001,3099.75
5716,1,1,Ann Arbor,Michigan,48104,2,2,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,29.16,3,0.0,8.4564,3,9.72,87.48
5717,1,1,Ann Arbor,Michigan,48104,2,0,Envelopes,Staple envelope,57.96,7,0.0,27.2412,3,8.28,405.72
5718,1,1,Ann Arbor,Michigan,48104,2,0,Appliances,Belkin 6 Outlet Metallic Surge Strip,29.403,3,0.1,5.2272,3,9.801,88.209
5719,1,0,Lafayette,Indiana,47905,2,0,Storage,Adjustable Personal File Tote,81.4,5,0.0,21.164,4,16.28,407.0
5720,2,1,Springfield,Oregon,97477,0,0,Fasteners,Advantus Push Pins,8.72,5,0.2,2.289,3,1.7440000000000002,43.6
5721,2,1,Springfield,Oregon,97477,0,2,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,91.176,3,0.2,4.5588,3,30.392,273.528
5722,2,1,Springfield,Oregon,97477,0,2,Accessories,Plantronics Audio 478 Stereo USB Headset,159.968,4,0.2,29.994,3,39.992,639.872
5723,0,1,San Francisco,California,94109,0,0,Paper,Xerox 1905,12.96,2,0.0,6.2208,4,6.48,25.92
5724,0,1,Chicago,Illinois,60653,2,0,Storage,"SAFCO Commercial Wire Shelving, Black",331.536,3,0.2,-82.884,5,110.512,994.608
5725,2,1,New York City,New York,10011,1,2,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,899.91,9,0.0,395.9604,2,99.99,8099.19
5726,0,1,Houston,Texas,77095,2,2,Phones,ShoreTel ShorePhone IP 230 VoIP phone,946.344,7,0.2,118.293,4,135.192,6624.408
5727,0,0,Madison,Wisconsin,53711,2,2,Accessories,Logitech G105 Gaming Keyboard,178.11,3,0.0,32.0598,5,59.370000000000005,534.33
5728,0,0,Madison,Wisconsin,53711,2,0,Appliances,Hoover WindTunnel Plus Canister Vacuum,1089.75,3,0.0,305.13,5,363.25,3269.25
5729,0,0,Madison,Wisconsin,53711,2,0,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",61.06,2,0.0,28.0876,5,30.53,122.12
5730,0,0,Madison,Wisconsin,53711,2,1,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",459.92,4,0.0,41.3928,5,114.98,1839.68
5731,0,0,Madison,Wisconsin,53711,2,0,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",27.52,4,0.0,12.6592,5,6.88,110.08
5732,2,1,Milford,Connecticut,6460,1,1,Bookcases,"Hon Metal Bookcases, Putty",638.82,9,0.0,185.2578,3,70.98,5749.38
5733,2,1,Milford,Connecticut,6460,1,0,Supplies,Acme Box Cutter Scissors,30.69,3,0.0,7.9794,3,10.23,92.07000000000001
5734,2,1,Milford,Connecticut,6460,1,1,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.16,2,0.0,8.5544,3,12.58,50.32
5735,0,0,New York City,New York,10024,1,0,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",13.92,3,0.2,4.872,4,4.64,41.76
5736,0,0,Los Angeles,California,90049,0,0,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,0.0,9.2928,5,9.68,38.72
5737,0,0,Los Angeles,California,90049,0,1,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,2,0.0,5.79,5,9.65,38.6
5738,0,0,San Francisco,California,94109,0,0,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",38.376,3,0.2,13.4316,6,12.792,115.12799999999999
5739,2,1,Fairfield,California,94533,0,0,Paper,Xerox 1975,12.96,2,0.0,6.3504,3,6.48,25.92
5740,2,1,Fairfield,California,94533,0,1,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,26.48,1,0.0,10.0624,3,26.48,26.48
5741,2,1,Fairfield,California,94533,0,2,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,532.72,2,0.2,53.272,3,266.36,1065.44
5742,2,1,Fairfield,California,94533,0,0,Paper,Xerox 1968,26.72,4,0.0,12.8256,3,6.68,106.88
5743,2,1,Fairfield,California,94533,0,0,Paper,Xerox 1977,20.04,3,0.0,9.6192,3,6.68,60.12
5744,2,1,Fairfield,California,94533,0,0,Storage,SAFCO Boltless Steel Shelving,795.48,7,0.0,7.9548,3,113.64,5568.360000000001
5745,2,1,Fairfield,California,94533,0,1,Furnishings,Stackable Trays,21.56,7,0.0,6.8992,3,3.0799999999999996,150.92
5746,0,0,Greenville,North Carolina,27834,3,2,Phones,Cisco SPA301,249.584,2,0.2,31.198,4,124.792,499.168
5747,0,0,Greenville,North Carolina,27834,3,2,Accessories,Maxell 4.7GB DVD-R,68.112,3,0.2,17.8794,4,22.703999999999997,204.33599999999998
5748,0,0,Greenville,North Carolina,27834,3,2,Accessories,Imation 30456 USB Flash Drive 8GB,16.56,3,0.2,-2.484,4,5.52,49.67999999999999
5749,0,0,Long Beach,New York,11561,1,2,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",74.95,5,0.0,36.7255,4,14.99,374.75
5750,0,0,Buffalo Grove,Illinois,60089,2,1,Tables,Chromcraft Rectangular Conference Tables,355.455,3,0.5,-184.8366,6,118.485,1066.365
5751,0,0,San Diego,California,92037,0,0,Labels,Avery 475,44.4,3,0.0,22.2,6,14.799999999999999,133.2
5752,0,0,San Diego,California,92037,0,0,Labels,Avery 476,20.65,5,0.0,9.499,6,4.13,103.25
5753,0,0,Richmond,Kentucky,40475,3,1,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,0.0,225.264,7,216.6,3465.6
5754,1,0,Springfield,Virginia,22153,3,0,Art,Newell 333,5.56,2,0.0,1.4456,5,2.78,11.12
5755,0,0,Fort Worth,Texas,76106,2,0,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",3.16,4,0.8,-8.532,4,0.79,12.64
5756,0,0,Fort Worth,Texas,76106,2,2,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1999.96,5,0.2,624.9875,4,399.992,9999.8
